policy_id,customer_id,policy_type,premium_amount,start_date,end_date,status,channel
P00746,C0643,Travel,750000,2022-01-20,2023-01-20,Expired,Bancassurance
P00747,C0986,Travel,1250000,2023-11-08,2024-11-07,Lapsed,Digital
P00748,C0788,Travel,1700000,2024-05-23,2025-05-23,Lapsed,Direct
P00749,C0474,Health,5150000,2023-01-09,2024-01-09,Active,Bancassurance
P00750,C0308,Life,8250000,2024-02-23,2025-02-22,Lapsed,Broker
P00751,C0650,Motor,4500000,2022-03-07,2023-03-07,Active,Broker
P00752,C0165,Motor,4400000,2023-10-24,2024-10-23,Active,Direct
P00753,C0154,Life,5850000,2022-04-27,2023-04-27,Active,Agency
P00754,C0476,Life,8600000,2022-11-14,2023-11-14,Lapsed,Direct
P00755,C0207,Property,8650000,2022-02-07,2023-02-07,Active,Digital
P00756,C0823,Life,3200000,2024-03-19,2025-03-19,Active,Direct
P00757,C0987,Life,7500000,2022-02-13,2023-02-13,Lapsed,Agency
P00758,C0322,Health,7150000,2022-03-27,2023-03-27,Expired,Digital
P00759,C0919,Health,7400000,2023-02-21,2024-02-21,Active,Agency
P00760,C0863,Property,14350000,2024-01-12,2025-01-11,Active,Bancassurance
P00761,C0956,Health,5450000,2023-05-28,2024-05-27,Active,Direct
P00762,C0258,Travel,1900000,2023-06-22,2024-06-21,Lapsed,Agency
P00763,C0827,Life,7200000,2024-03-02,2025-03-02,Active,Digital
P00764,C0767,Travel,1600000,2024-04-05,2025-04-05,Active,Broker
P00765,C0220,Life,4000000,2022-06-29,2023-06-29,Active,Broker
P00766,C0058,Property,6800000,2023-08-27,2024-08-26,Lapsed,Direct
P00767,C0325,Motor,3950000,2022-04-26,2023-04-26,Expired,Broker
P00768,C0901,Property,11500000,2022-10-12,2023-10-12,Active,Digital
P00769,C0316,Property,11850000,2024-04-21,2025-04-21,Active,Direct
P00770,C0819,Health,7050000,2023-11-10,2024-11-09,Active,Bancassurance
P00771,C0655,Motor,3450000,2022-11-13,2023-11-13,Active,Agency
P00772,C0454,Travel,1800000,2024-05-28,2025-05-28,Lapsed,Agency
P00773,C0309,Property,14200000,2022-09-19,2023-09-19,Active,Bancassurance
P00774,C0165,Motor,2250000,2024-06-30,2025-06-30,Lapsed,Digital
P00775,C0888,Property,12700000,2022-10-08,2023-10-08,Active,Broker
P00776,C0341,Property,12100000,2024-05-11,2025-05-11,Lapsed,Agency
P00777,C0068,Life,7900000,2023-06-03,2024-06-02,Active,Broker
P00778,C0756,Travel,1600000,2023-07-15,2024-07-14,Active,Broker
P00779,C0657,Health,6550000,2023-10-19,2024-10-18,Active,Broker
P00780,C0644,Life,3000000,2022-07-24,2023-07-24,Active,Digital
P00781,C0256,Travel,600000,2022-06-11,2023-06-11,Expired,Bancassurance
P00782,C0962,Travel,1550000,2024-03-22,2025-03-22,Active,Broker
P00783,C0267,Property,13600000,2022-05-17,2023-05-17,Active,Direct
P00784,C0087,Motor,4300000,2022-07-23,2023-07-23,Lapsed,Digital
P00785,C0968,Life,5750000,2023-01-22,2024-01-22,Expired,Bancassurance
P00786,C0663,Health,7700000,2023-07-26,2024-07-25,Expired,Bancassurance
P00787,C0269,Health,7850000,2022-07-23,2023-07-23,Active,Agency
P00788,C0267,Property,10800000,2023-09-07,2024-09-06,Active,Agency
P00789,C0121,Motor,2100000,2023-08-04,2024-08-03,Active,Direct
P00790,C0848,Property,12500000,2023-04-10,2024-04-09,Lapsed,Agency
P00791,C0969,Life,8000000,2022-07-15,2023-07-15,Active,Digital
P00792,C0877,Property,8200000,2023-03-18,2024-03-17,Active,Direct
P00793,C0745,Life,9950000,2022-10-17,2023-10-17,Active,Broker
P00794,C0030,Life,5850000,2022-05-30,2023-05-30,Active,Digital
P00795,C0379,Life,7300000,2022-09-12,2023-09-12,Expired,Broker
P00796,C0893,Health,2050000,2022-05-17,2023-05-17,Active,Broker
P00797,C0434,Life,8000000,2023-12-27,2024-12-26,Expired,Digital
P00798,C0054,Health,2550000,2022-03-02,2023-03-02,Active,Bancassurance
P00799,C0962,Property,14000000,2023-09-13,2024-09-12,Expired,Agency
P00800,C0391,Health,3500000,2023-09-27,2024-09-26,Active,Broker
P00801,C0043,Motor,1950000,2023-07-27,2024-07-26,Expired,Bancassurance
P00802,C0953,Motor,2100000,2023-05-20,2024-05-19,Active,Broker
P00803,C0544,Life,3650000,2023-12-29,2024-12-28,Lapsed,Bancassurance
P00804,C0131,Motor,1900000,2022-02-15,2023-02-15,Lapsed,Digital
P00805,C0925,Motor,4750000,2022-10-17,2023-10-17,Active,Direct
P00806,C0915,Motor,3300000,2023-03-23,2024-03-22,Active,Digital
P00807,C0570,Property,12400000,2022-06-04,2023-06-04,Lapsed,Agency
P00808,C0188,Life,4050000,2022-08-24,2023-08-24,Active,Broker
P00809,C0447,Motor,2050000,2023-04-24,2024-04-23,Active,Broker
P00810,C0575,Health,4650000,2023-12-28,2024-12-27,Lapsed,Broker
P00811,C0888,Property,5250000,2024-01-08,2025-01-07,Active,Agency
P00812,C0291,Motor,1850000,2024-06-08,2025-06-08,Active,Bancassurance
P00813,C0913,Travel,1750000,2023-07-31,2024-07-30,Expired,Bancassurance
P00814,C0539,Travel,2000000,2022-01-05,2023-01-05,Expired,Bancassurance
P00815,C0787,Property,14100000,2022-09-10,2023-09-10,Lapsed,Agency
P00816,C0697,Motor,1600000,2023-11-29,2024-11-28,Active,Broker
P00817,C0858,Motor,3550000,2022-04-19,2023-04-19,Active,Bancassurance
P00818,C0725,Health,2500000,2024-04-30,2025-04-30,Lapsed,Broker
P00819,C0338,Motor,3600000,2022-01-06,2023-01-06,Active,Direct
P00820,C0752,Property,7550000,2024-01-20,2025-01-19,Expired,Bancassurance
P00821,C0660,Life,9050000,2024-03-31,2025-03-31,Active,Digital
P00822,C0975,Health,6450000,2023-07-15,2024-07-14,Expired,Broker
P00823,C0246,Health,4400000,2022-07-02,2023-07-02,Lapsed,Agency
P00824,C0398,Health,7100000,2022-06-16,2023-06-16,Lapsed,Digital
P00825,C0821,Life,3850000,2023-05-18,2024-05-17,Lapsed,Digital
P00826,C0099,Travel,700000,2023-11-13,2024-11-12,Active,Direct
P00827,C0398,Life,6450000,2024-06-25,2025-06-25,Lapsed,Digital
P00828,C0775,Travel,1400000,2022-04-03,2023-04-03,Lapsed,Digital
P00829,C0437,Travel,800000,2023-10-08,2024-10-07,Active,Agency
P00830,C0693,Travel,1000000,2023-04-20,2024-04-19,Active,Bancassurance
P00831,C0538,Property,9800000,2023-10-25,2024-10-24,Active,Digital
P00832,C0490,Property,8800000,2024-03-31,2025-03-31,Active,Bancassurance
P00833,C0862,Life,7800000,2022-11-04,2023-11-04,Active,Direct
P00834,C0565,Property,7250000,2022-02-18,2023-02-18,Active,Agency
P00835,C0423,Travel,650000,2023-03-12,2024-03-11,Active,Broker
P00836,C0261,Travel,1700000,2022-12-30,2023-12-30,Expired,Agency
P00837,C0678,Travel,500000,2024-01-29,2025-01-28,Lapsed,Bancassurance
P00838,C0086,Life,8900000,2022-02-16,2023-02-16,Lapsed,Digital
P00839,C0776,Motor,3550000,2023-04-11,2024-04-10,Lapsed,Direct
P00840,C0830,Motor,2700000,2024-06-11,2025-06-11,Active,Bancassurance
P00841,C0266,Life,3550000,2023-09-11,2024-09-10,Active,Broker
P00842,C0120,Travel,550000,2023-02-09,2024-02-09,Active,Bancassurance
P00843,C0890,Property,9050000,2023-02-19,2024-02-19,Expired,Broker
P00844,C0370,Motor,3650000,2023-09-24,2024-09-23,Lapsed,Digital
P00845,C0196,Health,2750000,2022-01-15,2023-01-15,Active,Agency
P00846,C0493,Life,9000000,2022-08-03,2023-08-03,Active,Bancassurance
P00847,C0809,Property,13250000,2024-05-28,2025-05-28,Expired,Bancassurance
P00848,C0152,Health,3800000,2023-04-20,2024-04-19,Lapsed,Broker
P00849,C0757,Health,2700000,2022-06-06,2023-06-06,Lapsed,Broker
P00850,C0600,Property,4200000,2023-04-06,2024-04-05,Active,Bancassurance
P00851,C0402,Motor,3500000,2024-05-03,2025-05-03,Active,Digital
P00852,C0731,Health,2600000,2024-05-17,2025-05-17,Lapsed,Broker
P00853,C0749,Property,12100000,2023-09-03,2024-09-02,Expired,Digital
P00854,C0526,Health,4900000,2023-05-13,2024-05-12,Expired,Direct
P00855,C0541,Property,6550000,2022-03-04,2023-03-04,Active,Broker
P00856,C0275,Travel,950000,2022-03-07,2023-03-07,Lapsed,Broker
P00857,C0356,Health,4950000,2023-10-24,2024-10-23,Lapsed,Broker
P00858,C0197,Health,2950000,2024-01-14,2025-01-13,Lapsed,Digital
P00859,C0602,Property,6550000,2022-08-13,2023-08-13,Active,Direct
P00860,C0741,Property,5450000,2022-10-28,2023-10-28,Lapsed,Broker
P00861,C0995,Motor,4300000,2024-03-29,2025-03-29,Active,Direct
P00862,C0089,Life,5000000,2024-02-07,2025-02-06,Lapsed,Bancassurance
P00863,C0504,Life,4400000,2023-09-13,2024-09-12,Active,Broker
P00864,C0571,Property,7350000,2022-08-03,2023-08-03,Active,Agency
P00865,C0694,Motor,4600000,2023-01-01,2024-01-01,Active,Bancassurance
P00866,C0346,Travel,550000,2022-03-07,2023-03-07,Lapsed,Agency
P00867,C0230,Travel,850000,2023-07-30,2024-07-29,Lapsed,Digital
P00868,C0048,Motor,4250000,2024-02-27,2025-02-26,Expired,Digital
P00869,C0528,Life,8950000,2024-06-13,2025-06-13,Expired,Agency
P00870,C0819,Health,7550000,2023-03-25,2024-03-24,Lapsed,Agency
P00871,C0801,Health,6700000,2023-09-17,2024-09-16,Active,Direct
P00872,C0646,Health,5050000,2022-06-21,2023-06-21,Active,Bancassurance
P00873,C0726,Motor,2050000,2022-10-27,2023-10-27,Lapsed,Direct
P00874,C0158,Property,12050000,2022-04-12,2023-04-12,Active,Digital
P00875,C0450,Life,3850000,2022-07-26,2023-07-26,Lapsed,Agency
P00876,C0350,Life,8850000,2023-05-01,2024-04-30,Active,Direct
P00877,C0733,Life,3600000,2023-01-17,2024-01-17,Lapsed,Digital
P00878,C0543,Life,4050000,2024-02-11,2025-02-10,Lapsed,Bancassurance
P00879,C0941,Life,8600000,2023-02-28,2024-02-28,Lapsed,Broker
P00880,C0967,Travel,1700000,2023-01-06,2024-01-06,Active,Broker
P00881,C0826,Life,8400000,2024-01-05,2025-01-04,Expired,Agency
P00882,C0791,Health,4050000,2023-02-16,2024-02-16,Active,Broker
P00883,C0677,Health,4350000,2022-02-07,2023-02-07,Active,Direct
P00884,C0819,Health,7850000,2024-01-01,2024-12-31,Expired,Digital
P00885,C0718,Property,8400000,2023-11-29,2024-11-28,Expired,Digital
P00886,C0847,Motor,4700000,2022-01-09,2023-01-09,Active,Direct
P00887,C0414,Travel,1900000,2023-12-19,2024-12-18,Lapsed,Bancassurance
P00888,C0668,Travel,1450000,2023-09-26,2024-09-25,Lapsed,Digital
P00889,C0309,Property,12550000,2024-06-21,2025-06-21,Active,Agency
P00890,C0737,Travel,1000000,2024-01-13,2025-01-12,Active,Direct
P00891,C0524,Travel,950000,2022-04-06,2023-04-06,Expired,Digital
P00892,C0164,Travel,1000000,2023-10-13,2024-10-12,Active,Agency
P00893,C0853,Travel,1400000,2022-09-05,2023-09-05,Active,Broker
P00894,C0862,Travel,650000,2022-03-03,2023-03-03,Active,Digital
P00895,C0775,Travel,1050000,2022-02-18,2023-02-18,Active,Broker
P00896,C0465,Motor,3500000,2022-01-06,2023-01-06,Active,Bancassurance
P00897,C0682,Travel,1350000,2023-10-05,2024-10-04,Expired,Direct
P00898,C0683,Life,5450000,2022-10-19,2023-10-19,Expired,Bancassurance
P00899,C0108,Property,9700000,2022-09-11,2023-09-11,Active,Direct
P00900,C0370,Travel,800000,2024-03-08,2025-03-08,Lapsed,Agency
P00901,C0422,Life,8000000,2024-04-28,2025-04-28,Active,Agency
P00902,C0488,Health,4550000,2022-05-14,2023-05-14,Active,Broker
P00903,C0413,Health,4200000,2023-06-23,2024-06-22,Expired,Direct
P00904,C0271,Travel,1650000,2024-06-11,2025-06-11,Expired,Broker
P00905,C0954,Property,14950000,2023-12-07,2024-12-06,Lapsed,Broker
P00906,C0497,Life,4000000,2022-05-11,2023-05-11,Lapsed,Bancassurance
P00907,C0712,Travel,1800000,2022-05-01,2023-05-01,Active,Broker
P00908,C0967,Property,4350000,2022-06-10,2023-06-10,Expired,Digital
P00909,C0113,Health,5600000,2023-02-23,2024-02-23,Active,Digital
P00910,C0157,Travel,950000,2023-06-20,2024-06-19,Active,Digital
P00911,C0302,Motor,4950000,2022-11-07,2023-11-07,Lapsed,Agency
P00912,C0432,Life,4000000,2023-08-27,2024-08-26,Active,Digital
P00913,C0758,Motor,2250000,2024-04-18,2025-04-18,Lapsed,Agency
P00914,C0892,Health,5300000,2022-03-11,2023-03-11,Active,Broker
P00915,C0464,Property,10300000,2023-08-03,2024-08-02,Active,Broker
P00916,C0621,Property,13200000,2024-05-03,2025-05-03,Active,Bancassurance
P00917,C0461,Travel,1450000,2024-02-19,2025-02-18,Lapsed,Bancassurance
P00918,C0681,Motor,1800000,2023-10-02,2024-10-01,Expired,Broker
P00919,C0348,Property,6550000,2023-02-09,2024-02-09,Expired,Agency
P00920,C0091,Property,12100000,2023-10-24,2024-10-23,Active,Agency
P00921,C0725,Travel,1450000,2024-03-01,2025-03-01,Active,Direct
P00922,C0198,Health,5850000,2022-03-29,2023-03-29,Expired,Direct
P00923,C0535,Travel,1650000,2023-08-07,2024-08-06,Active,Broker
P00924,C0675,Travel,1850000,2022-05-04,2023-05-04,Expired,Bancassurance
P00925,C0252,Health,3650000,2022-07-30,2023-07-30,Expired,Broker
P00926,C0329,Health,6850000,2023-09-14,2024-09-13,Lapsed,Direct
P00927,C0349,Health,4950000,2022-01-24,2023-01-24,Lapsed,Bancassurance
P00928,C0325,Property,4250000,2023-06-25,2024-06-24,Lapsed,Digital
P00929,C0555,Health,2700000,2022-04-12,2023-04-12,Active,Digital
P00930,C0092,Life,4300000,2024-02-26,2025-02-25,Active,Digital
P00931,C0630,Property,11450000,2022-03-02,2023-03-02,Active,Bancassurance
P00932,C0400,Health,6300000,2022-11-02,2023-11-02,Active,Digital
P00933,C0265,Life,5900000,2022-11-28,2023-11-28,Lapsed,Agency
P00934,C0612,Health,3200000,2024-02-10,2025-02-09,Expired,Bancassurance
P00935,C0395,Property,9600000,2023-06-01,2024-05-31,Active,Digital
P00936,C0417,Health,3900000,2023-07-21,2024-07-20,Active,Broker
P00937,C0936,Health,4450000,2022-08-28,2023-08-28,Active,Digital
P00938,C0104,Travel,1950000,2023-11-23,2024-11-22,Active,Direct
P00939,C0457,Life,5150000,2023-02-21,2024-02-21,Active,Direct
P00940,C0383,Life,8500000,2022-05-26,2023-05-26,Expired,Bancassurance
P00941,C0985,Life,6750000,2023-03-10,2024-03-09,Expired,Broker
P00942,C0985,Health,2000000,2023-04-21,2024-04-20,Expired,Digital
P00943,C0280,Life,3000000,2023-05-09,2024-05-08,Expired,Digital
P00944,C0648,Property,15000000,2024-05-12,2025-05-12,Active,Direct
P00945,C0757,Travel,900000,2022-06-15,2023-06-15,Expired,Direct
P00946,C0716,Health,3800000,2023-02-09,2024-02-09,Active,Bancassurance
P00947,C0443,Travel,2000000,2024-06-18,2025-06-18,Active,Direct
P00948,C0906,Travel,1950000,2022-11-22,2023-11-22,Active,Digital
P00949,C0330,Property,7000000,2023-11-10,2024-11-09,Active,Bancassurance
P00950,C0017,Property,14550000,2022-12-03,2023-12-03,Active,Agency
P00951,C0689,Travel,1200000,2022-01-10,2023-01-10,Active,Broker
P00952,C0501,Travel,1850000,2023-12-22,2024-12-21,Lapsed,Direct
P00953,C0667,Health,6700000,2023-10-27,2024-10-26,Active,Direct
P00954,C0688,Health,7350000,2024-04-15,2025-04-15,Lapsed,Agency
P00955,C0848,Motor,4900000,2023-01-21,2024-01-21,Expired,Digital
P00956,C0832,Property,5950000,2024-02-26,2025-02-25,Active,Agency
P00957,C0456,Property,8100000,2022-07-17,2023-07-17,Active,Bancassurance
P00958,C0944,Health,6550000,2023-11-28,2024-11-27,Active,Bancassurance
P00959,C0311,Health,6900000,2023-10-03,2024-10-02,Active,Bancassurance
P00960,C0288,Property,14650000,2022-02-07,2023-02-07,Lapsed,Direct
P00961,C0654,Life,3050000,2024-04-20,2025-04-20,Lapsed,Agency
P00962,C0175,Motor,3500000,2023-05-21,2024-05-20,Expired,Bancassurance
P00963,C0579,Travel,1500000,2023-09-10,2024-09-09,Active,Agency
P00964,C0131,Travel,700000,2022-03-08,2023-03-08,Active,Direct
P00965,C0802,Life,9150000,2024-01-17,2025-01-16,Active,Bancassurance
P00966,C0695,Health,7950000,2023-12-11,2024-12-10,Expired,Direct
P00967,C0465,Motor,3900000,2024-06-23,2025-06-23,Active,Broker
P00968,C0443,Health,7100000,2022-11-27,2023-11-27,Lapsed,Digital
P00969,C0508,Health,6100000,2023-04-23,2024-04-22,Active,Direct
P00970,C0049,Health,7300000,2022-08-18,2023-08-18,Active,Broker
P00971,C0402,Travel,1150000,2022-01-06,2023-01-06,Active,Digital
P00972,C0026,Health,7300000,2024-04-07,2025-04-07,Active,Broker
P00973,C0169,Health,7500000,2022-07-21,2023-07-21,Active,Digital
P00974,C0029,Health,5750000,2022-04-10,2023-04-10,Lapsed,Broker
P00975,C0958,Health,5550000,2023-10-04,2024-10-03,Active,Digital
P00976,C0982,Life,3750000,2022-09-02,2023-09-02,Active,Agency
P00977,C0967,Motor,3300000,2022-08-31,2023-08-31,Active,Direct
P00978,C0641,Travel,1150000,2022-04-08,2023-04-08,Lapsed,Direct
P00979,C0939,Health,2500000,2022-03-04,2023-03-04,Active,Broker
P00980,C0067,Motor,4600000,2023-12-12,2024-12-11,Active,Agency
P00981,C0642,Property,4600000,2023-09-18,2024-09-17,Lapsed,Agency
P00982,C0054,Health,6050000,2023-07-27,2024-07-26,Active,Broker
P00983,C0421,Property,5050000,2024-02-10,2025-02-09,Active,Direct
P00984,C0476,Travel,500000,2023-01-29,2024-01-29,Lapsed,Direct
P00985,C0961,Travel,650000,2023-10-29,2024-10-28,Active,Broker
P00986,C0111,Travel,1000000,2022-07-17,2023-07-17,Active,Agency
P00987,C0809,Travel,1550000,2023-08-31,2024-08-30,Active,Direct
P00988,C0364,Life,7450000,2022-09-20,2023-09-20,Lapsed,Broker
P00989,C0141,Travel,1150000,2022-09-06,2023-09-06,Active,Agency
P00990,C0526,Life,5200000,2023-03-23,2024-03-22,Active,Digital
P00991,C0150,Travel,1850000,2024-03-05,2025-03-05,Active,Broker
P00992,C0378,Motor,3600000,2022-10-26,2023-10-26,Active,Direct
P00993,C0059,Travel,1500000,2022-05-29,2023-05-29,Active,Direct
P00994,C0353,Travel,1800000,2023-03-09,2024-03-08,Active,Bancassurance
P00995,C0194,Life,8500000,2022-12-16,2023-12-16,Lapsed,Broker
P00996,C0593,Travel,1550000,2024-05-22,2025-05-22,Expired,Digital
P00997,C0167,Travel,950000,2022-12-03,2023-12-03,Active,Broker
P00998,C0655,Health,5000000,2022-01-04,2023-01-04,Active,Bancassurance
P00999,C0493,Property,10850000,2022-09-02,2023-09-02,Active,Broker
P01000,C0007,Life,5800000,2024-04-25,2025-04-25,Active,Agency
P01001,C0118,Health,4150000,2023-07-23,2024-07-22,Active,Digital
P01002,C0935,Property,6150000,2023-08-23,2024-08-22,Active,Agency
P01003,C0179,Health,3200000,2022-10-18,2023-10-18,Active,Digital
P01004,C0252,Life,5400000,2023-07-22,2024-07-21,Active,Bancassurance
P01005,C0933,Health,3050000,2022-09-26,2023-09-26,Active,Agency
P01006,C0907,Life,5650000,2024-03-17,2025-03-17,Active,Digital
P01007,C0379,Life,5150000,2022-09-03,2023-09-03,Active,Bancassurance
P01008,C0903,Travel,1950000,2023-10-01,2024-09-30,Lapsed,Agency
P01009,C0814,Health,2850000,2022-05-14,2023-05-14,Active,Bancassurance
P01010,C0326,Travel,1050000,2023-01-19,2024-01-19,Expired,Broker
P01011,C0631,Life,9450000,2024-02-21,2025-02-20,Expired,Bancassurance
P01012,C0336,Travel,950000,2022-06-02,2023-06-02,Active,Agency
P01013,C0521,Motor,4550000,2024-05-21,2025-05-21,Expired,Broker
P01014,C0482,Life,8100000,2024-03-14,2025-03-14,Expired,Agency
P01015,C0904,Life,6550000,2024-02-09,2025-02-08,Expired,Digital
P01016,C0330,Property,9700000,2022-07-03,2023-07-03,Active,Direct
P01017,C0486,Property,11850000,2023-05-22,2024-05-21,Active,Direct
P01018,C0598,Property,11000000,2024-03-20,2025-03-20,Active,Bancassurance
P01019,C0884,Life,9250000,2023-04-08,2024-04-07,Active,Broker
P01020,C0387,Life,5150000,2024-06-29,2025-06-29,Expired,Bancassurance
P01021,C0138,Motor,2400000,2022-03-28,2023-03-28,Active,Digital
P01022,C0598,Property,9700000,2022-08-24,2023-08-24,Active,Broker
P01023,C0462,Travel,1450000,2023-03-13,2024-03-12,Lapsed,Broker
P01024,C0325,Property,8050000,2023-05-25,2024-05-24,Active,Broker
P01025,C0272,Health,3100000,2022-08-28,2023-08-28,Active,Digital
P01026,C0526,Health,3750000,2023-05-29,2024-05-28,Expired,Agency
P01027,C0122,Motor,4750000,2022-04-11,2023-04-11,Active,Digital
P01028,C0202,Health,5300000,2022-12-08,2023-12-08,Active,Digital
P01029,C0700,Motor,4100000,2024-02-26,2025-02-25,Active,Bancassurance
P01030,C0771,Travel,2000000,2024-05-25,2025-05-25,Expired,Digital
P01031,C0843,Health,6600000,2022-10-16,2023-10-16,Active,Broker
P01032,C0672,Property,13050000,2024-02-15,2025-02-14,Active,Broker
P01033,C0887,Travel,2000000,2022-06-02,2023-06-02,Lapsed,Bancassurance
P01034,C0486,Life,8050000,2022-08-03,2023-08-03,Active,Direct
P01035,C0480,Travel,1700000,2024-02-15,2025-02-14,Lapsed,Digital
P01036,C0440,Health,3900000,2022-07-12,2023-07-12,Lapsed,Bancassurance
P01037,C0031,Property,8950000,2023-07-26,2024-07-25,Active,Bancassurance
P01038,C0966,Travel,1800000,2022-11-09,2023-11-09,Active,Broker
P01039,C0436,Motor,2700000,2023-03-06,2024-03-05,Lapsed,Direct
P01040,C0582,Motor,2650000,2022-01-24,2023-01-24,Active,Bancassurance
P01041,C0582,Life,9850000,2022-12-05,2023-12-05,Expired,Direct
P01042,C0210,Travel,1800000,2023-01-26,2024-01-26,Lapsed,Agency
P01043,C0112,Travel,1100000,2023-05-02,2024-05-01,Active,Direct
P01044,C0096,Property,11050000,2022-11-08,2023-11-08,Active,Agency
P01045,C0706,Travel,750000,2024-04-26,2025-04-26,Expired,Broker
P01046,C0934,Health,3100000,2022-03-13,2023-03-13,Lapsed,Digital
P01047,C0537,Life,4650000,2023-11-07,2024-11-06,Active,Broker
P01048,C0176,Health,4200000,2022-01-12,2023-01-12,Active,Broker
P01049,C0133,Property,5750000,2022-04-24,2023-04-24,Expired,Broker
P01050,C0979,Property,12150000,2023-02-03,2024-02-03,Active,Bancassurance
P01051,C0727,Life,5150000,2024-04-17,2025-04-17,Lapsed,Bancassurance
P01052,C0602,Travel,1350000,2022-11-14,2023-11-14,Active,Direct
P01053,C0147,Property,7050000,2022-01-08,2023-01-08,Lapsed,Agency
P01054,C0539,Property,10650000,2022-09-10,2023-09-10,Active,Direct
P01055,C0041,Property,9050000,2023-08-13,2024-08-12,Active,Digital
P01056,C0729,Property,7800000,2024-05-12,2025-05-12,Active,Broker
P01057,C0180,Travel,1750000,2024-05-20,2025-05-20,Lapsed,Bancassurance
P01058,C0443,Life,9300000,2024-01-21,2025-01-20,Lapsed,Broker
P01059,C0403,Life,7900000,2022-04-08,2023-04-08,Active,Bancassurance
P01060,C0551,Life,4900000,2023-10-06,2024-10-05,Active,Agency
P01061,C0781,Life,9350000,2023-02-26,2024-02-26,Expired,Agency
P01062,C0517,Motor,1750000,2022-04-18,2023-04-18,Active,Broker
P01063,C0519,Property,5800000,2022-08-01,2023-08-01,Active,Broker
P01064,C0692,Health,2450000,2023-12-13,2024-12-12,Lapsed,Broker
P01065,C0200,Motor,4100000,2024-05-26,2025-05-26,Lapsed,Agency
P01066,C0940,Health,3500000,2023-12-28,2024-12-27,Active,Digital
P01067,C0085,Property,9350000,2022-03-11,2023-03-11,Expired,Bancassurance
P01068,C0286,Property,5550000,2024-04-20,2025-04-20,Active,Bancassurance
P01069,C0302,Health,5650000,2022-07-01,2023-07-01,Active,Direct
P01070,C0782,Property,5850000,2023-11-19,2024-11-18,Active,Digital
P01071,C0222,Life,6100000,2022-07-02,2023-07-02,Active,Direct
P01072,C0857,Life,6100000,2022-02-18,2023-02-18,Expired,Agency
P01073,C0054,Property,11600000,2023-03-31,2024-03-30,Expired,Agency
P01074,C0207,Health,6650000,2024-02-25,2025-02-24,Active,Digital
P01075,C0432,Life,4400000,2022-01-17,2023-01-17,Active,Agency
P01076,C0686,Motor,4350000,2023-11-28,2024-11-27,Active,Bancassurance
P01077,C0681,Health,6800000,2024-04-30,2025-04-30,Active,Bancassurance
P01078,C0836,Health,4500000,2022-04-21,2023-04-21,Active,Digital
P01079,C0213,Travel,1450000,2023-10-02,2024-10-01,Expired,Broker
P01080,C0109,Property,5350000,2022-08-07,2023-08-07,Active,Digital
P01081,C0324,Life,3100000,2023-11-01,2024-10-31,Active,Broker
P01082,C0674,Life,6200000,2022-03-09,2023-03-09,Active,Direct
P01083,C0224,Motor,1650000,2024-06-25,2025-06-25,Lapsed,Digital
P01084,C0730,Travel,1250000,2022-04-15,2023-04-15,Expired,Direct
P01085,C0615,Life,4750000,2022-04-08,2023-04-08,Active,Broker
P01086,C0780,Life,5300000,2023-10-13,2024-10-12,Active,Broker
P01087,C0934,Health,4000000,2023-09-16,2024-09-15,Expired,Broker
P01088,C0239,Property,9600000,2024-01-30,2025-01-29,Expired,Direct
P01089,C0778,Health,3400000,2023-09-24,2024-09-23,Active,Digital
P01090,C0250,Life,8150000,2024-02-15,2025-02-14,Expired,Agency
P01091,C0304,Health,2850000,2023-05-26,2024-05-25,Active,Bancassurance
P01092,C0244,Property,6250000,2022-02-08,2023-02-08,Expired,Broker
P01093,C0660,Motor,1950000,2022-11-22,2023-11-22,Active,Direct
P01094,C0769,Property,11150000,2022-10-23,2023-10-23,Active,Bancassurance
P01095,C0553,Motor,2700000,2022-07-30,2023-07-30,Active,Bancassurance
P01096,C0534,Life,7250000,2023-01-26,2024-01-26,Active,Bancassurance
P01097,C0891,Property,10950000,2022-03-08,2023-03-08,Lapsed,Agency
P01098,C0961,Life,3350000,2022-05-25,2023-05-25,Active,Bancassurance
P01099,C0852,Health,3050000,2023-07-17,2024-07-16,Active,Bancassurance
P01100,C0479,Travel,600000,2024-01-13,2025-01-12,Active,Bancassurance
P01101,C0621,Life,4700000,2022-06-30,2023-06-30,Active,Digital
P01102,C0207,Motor,3500000,2023-10-13,2024-10-12,Active,Broker
P01103,C0408,Health,7700000,2023-01-04,2024-01-04,Lapsed,Bancassurance
P01104,C0625,Property,8850000,2023-06-02,2024-06-01,Lapsed,Bancassurance
P01105,C0438,Property,4200000,2023-01-26,2024-01-26,Active,Digital
P01106,C0745,Travel,1300000,2023-07-21,2024-07-20,Active,Digital
P01107,C0291,Property,9100000,2023-04-10,2024-04-09,Lapsed,Direct
P01108,C0140,Travel,1200000,2022-12-08,2023-12-08,Lapsed,Bancassurance
P01109,C0014,Life,9400000,2022-01-05,2023-01-05,Expired,Digital
P01110,C0963,Property,8450000,2023-03-02,2024-03-01,Lapsed,Digital
P01111,C0603,Property,9400000,2023-10-19,2024-10-18,Active,Broker
P01112,C0395,Health,7950000,2022-05-08,2023-05-08,Expired,Bancassurance
P01113,C0790,Life,8350000,2022-09-19,2023-09-19,Active,Direct
P01114,C0714,Property,11000000,2023-01-13,2024-01-13,Active,Broker
